filepath,filename,actor_id,emotion,emotion_code,intensity_code,statement_code,repetition_code,sample_rate,duration,pitch_mean,pitch_std,speech_energy,energy_variance,zero_crossing_rate,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_variance,mfcc_2_variance,mfcc_3_variance,mfcc_4_variance,mfcc_5_variance,mfcc_6_variance,mfcc_7_variance,mfcc_8_variance,mfcc_9_variance,mfcc_10_variance,mfcc_11_variance,mfcc_12_variance,mfcc_13_variance
audio data\Audios\Actor_11\03-01-06-01-01-01-11.wav,03-01-06-01-01-01-11.wav,11,Fear,6,1,1,1,48000,3.470125,64.37596052698852,6.951199140147134,0.0031254091300070286,1.742883432598319e-05,0.06398731067868098,-682.2176513671875,72.50125885009766,10.49538803100586,24.94331169128418,2.750269651412964,15.018012046813965,0.9109285473823547,9.396454811096191,1.2740453481674194,3.2063190937042236,-2.515739679336548,1.425554633140564,4.151855945587158,33036.73046875,3314.193359375,669.022705078125,470.35760498046875,282.6361083984375,236.97239685058594,294.4453125,124.20360565185547,104.31703186035156,96.58712005615234,128.4653778076172,69.2363510131836,86.11741638183594
audio data\Audios\Actor_11\03-01-05-02-02-02-11.wav,03-01-05-02-02-02-11.wav,11,Angry,5,2,2,2,48000,3.7704375,125.07574290038093,30.596314457997252,0.05928269028663635,0.007342884317040443,0.07989467469985875,-372.3804626464844,44.78458786010742,-16.10816192626953,12.324382781982422,-9.942546844482422,-2.0335052013397217,-10.663688659667969,2.7616918087005615,-3.637601613998413,-0.6029807329177856,-6.895513534545898,-6.729143142700195,-2.0643179416656494,27789.349609375,3082.663818359375,752.0453491210938,405.2905578613281,461.23834228515625,363.7073974609375,437.3435363769531,191.9900665283203,100.4203872680664,82.09671020507812,123.46016693115234,118.01092529296875,62.53266143798828
audio data\Audios\Actor_11\03-01-06-01-02-01-11.wav,03-01-06-01-02-01-11.wav,11,Fear,6,1,2,1,48000,3.1698333333333335,69.25090320593598,11.7027920871187,0.0060472311452031136,7.311931403819472e-05,0.06475133703859061,-639.836669921875,69.84195709228516,6.485267162322998,20.101354598999023,1.3025184869766235,12.839445114135742,-0.06037861853837967,6.6414899826049805,-4.000486850738525,-5.134640216827393,-4.207614898681641,-1.5266211032867432,-0.16529446840286255,30431.40234375,4801.876953125,497.0421447753906,571.026611328125,291.5779113769531,243.98025512695312,281.0533752441406,86.45148468017578,140.80213928222656,130.90245056152344,90.46292114257812,72.63776397705078,82.85323333740234
audio data\Audios\Actor_11\03-01-06-01-01-02-11.wav,03-01-06-01-01-02-11.wav,11,Fear,6,1,1,2,48000,3.5035,63.42435005564525,9.221306757172679,0.0045439209789037704,3.667324563139118e-05,0.06132456306990881,-650.5551147460938,71.1487045288086,11.252196311950684,24.189409255981445,0.1756536215543747,13.545242309570312,-0.825559675693512,8.978570938110352,2.1034903526306152,2.7192084789276123,-3.130206346511841,-0.7896443009376526,1.3107779026031494,32468.443359375,3669.614013671875,606.1334838867188,567.423583984375,409.2691955566406,294.3507080078125,345.203125,124.38008117675781,90.45570373535156,76.60562896728516,118.02322387695312,68.98875427246094,69.68819427490234
audio data\Audios\Actor_11\03-01-06-01-02-02-11.wav,03-01-06-01-02-02-11.wav,11,Fear,6,1,2,2,48000,3.2032083333333334,63.47705795385248,10.817002137361442,0.0059724184684455395,7.766205817461014e-05,0.05937889327242525,-626.8488159179688,66.1175537109375,8.59880256652832,18.63551139831543,0.6458624601364136,12.805633544921875,-0.8650830984115601,6.600624084472656,-2.493274450302124,-2.6597869396209717,-2.0770978927612305,-1.8546113967895508,0.5347920656204224,26038.9765625,4733.2548828125,396.09124755859375,590.6043090820312,263.6401672363281,311.4526672363281,273.92852783203125,105.1396255493164,133.05718994140625,115.2674789428711,71.92359161376953,79.841064453125,58.715518951416016
audio data\Audios\Actor_11\03-01-06-02-01-01-11.wav,03-01-06-02-01-01-11.wav,11,Fear,6,2,1,1,48000,3.2032083333333334,100.41253905933121,8.389073792978992,0.019002743065357208,0.0008931890479288995,0.06297854806893688,-512.7293701171875,64.37321472167969,-9.571566581726074,12.60844898223877,-2.877380132675171,7.538316249847412,-6.530198574066162,1.5481300354003906,-2.063711643218994,-4.564169883728027,-7.978176593780518,-3.5056962966918945,-0.9217748045921326,30208.634765625,3334.459228515625,589.1544189453125,404.2495422363281,276.92724609375,230.55227661132812,387.1357727050781,112.98969268798828,74.31421661376953,101.50475311279297,122.39906311035156,53.71943283081055,108.21392059326172
audio data\Audios\Actor_11\03-01-06-02-01-02-11.wav,03-01-06-02-01-02-11.wav,11,Fear,6,2,1,2,48000,3.2032083333333334,107.65769076540404,17.862421548048477,0.022868437692523003,0.0012885064352303743,0.0654085989410299,-472.8221435546875,53.58114242553711,-7.775904178619385,11.045126914978027,-1.8907450437545776,7.694074630737305,-4.910993576049805,1.6305255889892578,-0.9769777655601501,-1.9669666290283203,-5.455018997192383,-0.7456889152526855,-0.7362272143363953,24550.673828125,2711.857177734375,406.70654296875,313.9490966796875,250.2183380126953,223.5841522216797,353.41363525390625,143.42138671875,96.65839385986328,63.34560012817383,102.77436065673828,50.279727935791016,85.19654846191406
audio data\Audios\Actor_11\03-01-06-02-02-01-11.wav,03-01-06-02-02-01-11.wav,11,Fear,6,2,2,1,48000,3.06975,113.55581012636709,19.60169727266734,0.0262001845985651,0.0017778021283447742,0.06608072916666667,-462.7271728515625,50.606746673583984,-12.509428024291992,9.56311321258545,-5.060163974761963,5.799750804901123,-8.065088272094727,1.161740779876709,-3.507967710494995,-6.543609142303467,-7.5830078125,-3.5594232082366943,-1.8323156833648682,27394.69921875,2647.921142578125,665.1575317382812,400.8654479980469,348.13128662109375,196.33404541015625,474.6673278808594,126.09954071044922,95.44635772705078,95.6424560546875,102.80220031738281,79.98149871826172,123.09207153320312
audio data\Audios\Actor_11\03-01-06-02-02-02-11.wav,03-01-06-02-02-02-11.wav,11,Fear,6,2,2,2,48000,3.136458333333333,121.66924085172577,14.875257915244639,0.02877267822623253,0.00180223083589226,0.07377019332627119,-452.0848388671875,50.32887268066406,-10.448163986206055,11.33768367767334,-9.023390769958496,5.665282249450684,-5.5315775871276855,2.911834239959717,-4.795626163482666,-4.235191345214844,-7.446411609649658,-3.4620096683502197,-1.5028544664382935,28667.5859375,2443.193603515625,567.524658203125,458.09423828125,456.37744140625,238.73733520507812,396.0506896972656,128.03111267089844,132.76467895507812,91.76741790771484,112.57205963134766,92.54033660888672,114.79716491699219
audio data\Audios\Actor_11\03-01-07-01-01-01-11.wav,03-01-07-01-01-01-11.wav,11,Disgust,7,1,1,1,48000,3.6703333333333332,65.35980171424971,13.157226622670757,0.0038938093930482864,3.192715666955337e-05,0.061360677083333336,-649.1862182617188,65.53548431396484,9.518448829650879,23.141170501708984,4.719982147216797,10.93083667755127,-1.7183033227920532,7.820291042327881,-0.5744994878768921,0.04459591209888458,-4.112142086029053,-2.122636079788208,3.4710958003997803,24067.666015625,4229.93994140625,939.4260864257812,558.7792358398438,312.30322265625,207.4800262451172,293.86688232421875,153.0524139404297,144.51841735839844,101.08953857421875,144.79173278808594,94.1893539428711,70.58599090576172
audio data\Audios\Actor_11\03-01-07-01-02-01-11.wav,03-01-07-01-02-01-11.wav,11,Disgust,7,1,2,1,48000,3.470125,60.47906754624098,8.61313253627355,0.004367376212030649,4.3083397031296045e-05,0.06922809624233128,-657.0743408203125,65.92716217041016,15.524600982666016,20.474105834960938,0.9697360992431641,10.091519355773926,-0.9571332931518555,8.445911407470703,-2.844801902770996,2.892193555831909,-1.7736986875534058,-2.0827078819274902,4.272558212280273,25964.46875,5572.291015625,633.32666015625,678.8248901367188,299.1219177246094,315.0919189453125,282.3034973144531,116.95801544189453,131.90586853027344,104.46037292480469,87.86250305175781,109.26123809814453,62.4879035949707
audio data\Audios\Actor_11\03-01-07-01-01-02-11.wav,03-01-07-01-01-02-11.wav,11,Disgust,7,1,1,2,48000,3.6036041666666665,69.47215751413106,12.946800811637482,0.005123003851622343,6.0881389799760655e-05,0.06650737333579881,-621.0192260742188,63.13956832885742,8.43082046508789,20.049997329711914,5.663159370422363,11.390047073364258,-4.064477443695068,8.196553230285645,-0.7720900177955627,-0.9812952280044556,-3.2626895904541016,-2.1505773067474365,2.4727725982666016,22463.109375,4335.9853515625,826.381591796875,591.47412109375,390.82598876953125,239.92922973632812,290.2168884277344,112.3609848022461,83.63194274902344,94.04633331298828,92.37403869628906,79.45486450195312,59.12495422363281
audio data\Audios\Actor_11\03-01-07-01-02-02-11.wav,03-01-07-01-02-02-11.wav,11,Disgust,7,1,2,2,48000,3.6703333333333332,61.565678418603305,8.481682545873353,0.005564600694924593,6.845364259788767e-05,0.0722458106884058,-628.4022216796875,71.6287841796875,18.125770568847656,22.60613250732422,0.6876776218414307,7.724905967712402,-4.560064792633057,8.276053428649902,-2.5705480575561523,2.0133156776428223,-5.076803684234619,-3.1602115631103516,2.5183260440826416,23684.236328125,5486.353515625,994.3991088867188,798.5149536132812,436.3194274902344,340.900146484375,421.4570617675781,145.1121826171875,124.74114227294922,110.56827545166016,120.57141876220703,72.27432250976562,70.26990509033203
audio data\Audios\Actor_11\03-01-07-02-01-01-11.wav,03-01-07-02-01-01-11.wav,11,Disgust,7,2,1,1,48000,3.8038125,72.9629709645707,15.456906527110165,0.0063992636278271675,7.972844468895346e-05,0.0661217612044818,-583.4716186523438,63.94591522216797,4.807969570159912,21.994930267333984,3.5129380226135254,11.254563331604004,-3.155287027359009,8.184980392456055,-1.1488981246948242,0.14680981636047363,-4.976990699768066,-0.8577297925949097,4.91663932800293,25592.517578125,4232.8310546875,733.4550170898438,583.4161376953125,403.4787292480469,242.0533905029297,265.14617919921875,159.7628631591797,120.58627319335938,130.61183166503906,132.93069458007812,80.06075286865234,50.78859329223633
audio data\Audios\Actor_11\03-01-07-02-02-01-11.wav,03-01-07-02-02-01-11.wav,11,Disgust,7,2,2,1,48000,3.7370625,141.79803582726782,159.76836353834557,0.006455172318965197,5.622768003377132e-05,0.05904447115384615,-622.7744140625,78.39273071289062,12.709979057312012,24.918659210205078,-3.6150245666503906,10.308350563049316,-4.943109512329102,9.893760681152344,-2.5958011150360107,-1.0701950788497925,-5.91110897064209,-4.375164985656738,3.016190528869629,32718.89453125,5272.0400390625,542.2918090820312,807.7323608398438,549.9823608398438,405.4461364746094,388.845703125,174.97288513183594,162.35125732421875,131.50941467285156,166.4099578857422,113.0700912475586,57.103614807128906
audio data\Audios\Actor_11\03-01-07-02-01-02-11.wav,03-01-07-02-01-02-11.wav,11,Disgust,7,2,1,2,48000,3.8038125,65.93008968490132,10.817352543014195,0.006026888266205788,4.448229447007179e-05,0.07589012167366947,-606.9776611328125,73.9634780883789,6.360735893249512,27.19191551208496,3.8589401245117188,16.83713150024414,-4.192284107208252,10.653203010559082,-0.5451388359069824,1.3081302642822266,-3.6224451065063477,1.2863988876342773,5.445767402648926,26982.974609375,3864.530029296875,662.5263671875,514.8928833007812,539.2652587890625,305.7808837890625,427.6488952636719,213.1737060546875,153.46047973632812,174.8911895751953,208.17115783691406,86.6433334350586,83.96249389648438
audio data\Audios\Actor_11\03-01-08-01-01-01-11.wav,03-01-08-01-01-01-11.wav,11,Surprise,8,1,1,1,48000,3.069729166666667,130.99546735273378,110.84421891628642,0.0032410749699920416,2.7725667678168975e-05,0.06274922688802083,-704.7359008789062,55.665096282958984,8.526432037353516,18.34552001953125,-0.23844633996486664,11.729694366455078,0.10014820098876953,6.772727012634277,-1.0767462253570557,1.1970292329788208,-2.3074679374694824,-0.16060596704483032,3.2865467071533203,29432.361328125,3244.865478515625,538.1810913085938,340.2874755859375,353.76025390625,141.99462890625,239.7617950439453,83.23493194580078,231.58538818359375,111.01535034179688,150.9497528076172,95.13829040527344,60.05970764160156
audio data\Audios\Actor_11\03-01-08-01-01-02-11.wav,03-01-08-01-01-02-11.wav,11,Surprise,8,1,1,2,48000,3.136458333333333,160.40399533684416,124.73443073895943,0.004575651604682207,5.9490463172551244e-05,0.06304124735169492,-664.8443603515625,54.07535171508789,7.839254379272461,13.926422119140625,-3.893141746520996,8.116676330566406,-2.0151889324188232,3.1363022327423096,-2.4818859100341797,0.1077345535159111,-3.2373850345611572,-2.8011481761932373,-0.15710315108299255,24751.13671875,3544.094970703125,561.3882446289062,302.1221008300781,419.1649169921875,134.2047576904297,241.01390075683594,102.99371337890625,184.3533172607422,80.88951110839844,144.23558044433594,112.90412902832031,62.997596740722656
audio data\Audios\Actor_11\03-01-08-01-02-01-11.wav,03-01-08-01-02-01-11.wav,11,Surprise,8,1,2,1,48000,3.1698333333333335,86.70499292166913,16.396387725734588,0.008315129205584526,0.0001709222124191001,0.04982598835989933,-605.7031860351562,58.04222106933594,4.126603603363037,18.61210060119629,-0.5964847207069397,9.617891311645508,-1.934161901473999,5.449337005615234,0.5918925404548645,-0.2022092640399933,-5.631971836090088,-1.76134192943573,1.2533010244369507,29842.78515625,3952.730712890625,642.0994262695312,444.7882385253906,375.9851989746094,206.9901885986328,335.0136413574219,115.58647155761719,121.28532409667969,97.20372772216797,139.83908081054688,100.50764465332031,94.56024169921875
audio data\Audios\Actor_11\03-01-07-02-02-02-11.wav,03-01-07-02-02-02-11.wav,11,Disgust,7,2,2,2,48000,3.7370625,111.557754775732,130.0537024607379,0.007646994199603796,0.00011383855598978698,0.05921418714387464,-572.6427001953125,67.05290985107422,8.615544319152832,20.611251831054688,-1.1430879831314087,7.117085933685303,-3.8800275325775146,6.2068891525268555,-2.2448644638061523,-0.636055052280426,-3.2924423217773438,-0.9322022199630737,2.4547841548919678,23912.0625,4870.3212890625,858.754638671875,759.79736328125,396.94671630859375,381.9862060546875,307.6242980957031,112.19871520996094,120.96739196777344,76.83424377441406,90.10133361816406,68.33454895019531,46.2143669128418
audio data\Audios\Actor_11\03-01-08-01-02-02-11.wav,03-01-08-01-02-02-11.wav,11,Surprise,8,1,2,2,48000,2.969625,112.22212850699167,15.558629257040169,0.006917510647326708,0.00011269943206571043,0.07091453853046595,-603.4208374023438,63.46058654785156,-2.5123181343078613,13.960493087768555,-5.738647937774658,10.271081924438477,-2.413991689682007,4.424172878265381,-4.890186309814453,-6.73504114151001,-8.776104927062988,-2.467669725418091,1.5158809423446655,24476.5703125,2626.76220703125,552.69189453125,455.6445007324219,387.99725341796875,173.8674774169922,298.8157653808594,93.20481872558594,177.3722686767578,116.52509307861328,154.78469848632812,69.04483032226562,94.64458465576172
audio data\Audios\Actor_11\03-01-08-02-01-01-11.wav,03-01-08-02-01-01-11.wav,11,Surprise,8,2,1,1,48000,3.069729166666667,162.76656055270954,127.82763294914886,0.006467893254011869,0.00010245987505186349,0.053441365559895836,-618.67822265625,51.33680725097656,0.8447367548942566,13.77607250213623,-0.7325922846794128,8.760255813598633,-2.866948366165161,4.162700653076172,-3.00380802154541,-0.709388017654419,-3.8070030212402344,-1.686185598373413,0.9125518798828125,25695.4609375,2943.402099609375,517.07958984375,318.30914306640625,382.4991455078125,163.47140502929688,258.54449462890625,74.95510864257812,197.49029541015625,115.47152709960938,130.96054077148438,104.78701782226562,80.99156188964844
audio data\Audios\Actor_11\03-01-08-02-01-02-11.wav,03-01-08-02-01-02-11.wav,11,Surprise,8,2,1,2,48000,3.1031041666666668,129.8623386766144,17.0976520552532,0.011265015229582787,0.0002956717216875404,0.05809036726804124,-527.1131591796875,49.62177658081055,-4.658978462219238,14.76207447052002,-5.572780609130859,5.54913854598999,-4.479634761810303,1.7607228755950928,-1.8204362392425537,-0.24819694459438324,-5.8464531898498535,-1.9976654052734375,0.9735856056213379,23484.509765625,2768.583740234375,562.1744995117188,295.2599182128906,354.41973876953125,203.36268615722656,324.5132751464844,125.71896362304688,112.35591888427734,65.29544830322266,142.21485900878906,70.3420639038086,64.67425537109375
audio data\Audios\Actor_11\03-01-08-02-02-01-11.wav,03-01-08-02-02-01-11.wav,11,Surprise,8,2,2,1,48000,3.069729166666667,172.1592825967084,150.74231425170183,0.011038149707019329,0.0002881001855712384,0.06789482964409722,-571.0101928710938,50.20218276977539,-2.857830047607422,15.233766555786133,-5.576379776000977,8.237309455871582,-3.2185263633728027,2.8896000385284424,-2.7944040298461914,-0.7206332087516785,-6.501555442810059,-2.8549702167510986,0.920154333114624,28777.72265625,3547.342529296875,627.1528930664062,400.9479064941406,522.5782470703125,165.18899536132812,265.75823974609375,113.75830841064453,161.83450317382812,95.01033020019531,177.7097930908203,96.42243194580078,91.45816802978516
audio data\Audios\Actor_11\03-01-08-02-02-02-11.wav,03-01-08-02-02-02-11.wav,11,Surprise,8,2,2,2,48000,3.069729166666667,115.72346892986991,29.213153309290508,0.010699727572500706,0.0002872741606552154,0.0836062961154514,-553.130126953125,43.55858612060547,-4.590524673461914,17.522241592407227,-6.128591060638428,6.788305759429932,-4.580124855041504,1.3852925300598145,-1.9342749118804932,-1.171776294708252,-6.341938495635986,-2.1074628829956055,0.7319950461387634,25621.8203125,3004.0810546875,690.0277709960938,509.8450012207031,413.3533630371094,174.18313598632812,260.02532958984375,122.22097778320312,126.22030639648438,71.54000854492188,153.74392700195312,101.19182586669922,84.05316925048828
audio data\Audios\Actor_12\03-01-01-01-01-01-12.wav,03-01-01-01-01-01-12.wav,12,Neutral,1,1,1,1,48000,3.6369583333333333,94.19338905310683,14.819382706462271,0.0025046200025826693,1.1553530384844635e-05,0.06512612261730205,-708.8339233398438,75.42918395996094,2.3189783096313477,11.532308578491211,3.1997320652008057,8.529488563537598,-8.022232055664062,3.2352845668792725,-4.893905162811279,-7.32258415222168,-6.556319236755371,-3.194744825363159,-5.166244983673096,19119.669921875,4681.0771484375,554.9075927734375,366.1799011230469,242.15164184570312,207.21957397460938,274.74798583984375,94.73579406738281,135.7850799560547,213.7723388671875,116.88262939453125,57.53227996826172,88.73261260986328
audio data\Audios\Actor_12\03-01-01-01-02-01-12.wav,03-01-01-01-02-01-12.wav,12,Neutral,1,1,2,1,48000,3.6036041666666665,89.71648600122151,12.402017579659498,0.0033768811263144016,1.8714317775447853e-05,0.08072820358727811,-692.4901733398438,75.90438842773438,2.1122992038726807,13.222735404968262,0.90738445520401,14.055506706237793,-7.425896644592285,1.2569332122802734,-7.500645637512207,-8.698587417602539,-4.958122730255127,0.9658427238464355,-5.4881744384765625,25208.685546875,4565.4853515625,603.6102905273438,358.27154541015625,428.03338623046875,233.0986328125,259.3211364746094,87.61016082763672,209.2838134765625,211.42649841308594,105.89299774169922,48.548065185546875,108.97142791748047
audio data\Audios\Actor_12\03-01-01-01-01-02-12.wav,03-01-01-01-01-02-12.wav,12,Neutral,1,1,1,2,48000,3.536875,95.76247275380449,18.02596094582504,0.0024078863207250834,1.0240923984383699e-05,0.05810399802334337,-722.4200439453125,76.77516174316406,0.25772130489349365,12.85594367980957,2.5285303592681885,10.758527755737305,-7.955711841583252,4.166746616363525,-5.388260841369629,-5.859554290771484,-5.708276271820068,-0.17370063066482544,-4.368733882904053,24675.60546875,4533.91357421875,591.483154296875,334.21697998046875,274.4847412109375,201.71046447753906,213.80352783203125,72.6688003540039,128.3340606689453,182.3498992919922,111.40763854980469,60.811683654785156,84.0914535522461
audio data\Audios\Actor_12\03-01-01-01-02-02-12.wav,03-01-01-01-02-02-12.wav,12,Neutral,1,1,2,2,48000,3.636979166666667,87.93303380167737,10.584190198262089,0.0030152914114296436,1.3614482668344863e-05,0.07186755406891496,-703.15576171875,71.29995727539062,3.021367073059082,16.090373992919922,-2.5790956020355225,13.6145601272583,-8.112279891967773,4.2073140144348145,-6.711995601654053,-7.473989963531494,-0.7866253852844238,-0.33709031343460083,-5.905824184417725,27647.49609375,4642.51708984375,443.8927001953125,409.4046325683594,479.7471618652344,207.54248046875,335.339599609375,64.98162078857422,254.8873291015625,258.7956237792969,122.54872131347656,54.02671432495117,92.7034683227539
audio data\Audios\Actor_12\03-01-02-01-02-01-12.wav,03-01-02-01-02-01-12.wav,12,Calm,2,1,2,1,48000,3.7704375,129.83102720662794,114.04741732532698,0.003230967093259096,1.543775033496786e-05,0.0841843772069209,-700.399658203125,70.46903991699219,-0.02604304626584053,12.896729469299316,-1.674508810043335,13.462789535522461,-9.605279922485352,2.2119243144989014,-7.946399211883545,-6.753213882446289,-5.458518028259277,-3.2210216522216797,-6.739522457122803,25048.55859375,5301.89599609375,662.13671875,406.897216796875,336.36053466796875,240.30685424804688,266.56573486328125,83.74124145507812,204.07403564453125,146.294189453125,136.4862518310547,71.32718658447266,93.82792663574219
audio data\Audios\Actor_12\03-01-02-01-01-01-12.wav,03-01-02-01-01-01-12.wav,12,Calm,2,1,1,1,48000,3.8705208333333334,96.08976023167129,16.726860571687805,0.0028624404221773148,1.314865039603319e-05,0.05987027591253444,-691.6510620117188,76.12364196777344,0.3863447904586792,13.250223159790039,-0.7968721389770508,11.390363693237305,-8.911749839782715,5.0593085289001465,-4.259522914886475,-5.576956272125244,-4.12329626083374,-3.4571268558502197,-5.8168206214904785,23983.537109375,4180.5654296875,609.76953125,370.7258605957031,321.481201171875,223.80360412597656,241.76524353027344,105.93621826171875,107.59779357910156,146.6141357421875,153.52911376953125,50.3143196105957,79.7628402709961
audio data\Audios\Actor_12\03-01-02-01-01-02-12.wav,03-01-02-01-01-02-12.wav,12,Calm,2,1,1,2,48000,3.7704166666666667,97.172658771694,17.64307040602724,0.0023134208749979734,9.216945727530401e-06,0.07096905896892655,-701.8375244140625,88.7874755859375,0.10012385994195938,14.011082649230957,0.9184832572937012,12.445512771606445,-6.926969051361084,6.067358493804932,-6.958460807800293,-6.100502967834473,-3.3593316078186035,-4.80974006652832,-5.234350681304932,21043.6328125,2844.481201171875,596.3773803710938,354.938720703125,330.5092468261719,131.76788330078125,229.66575622558594,97.39787292480469,134.5364990234375,170.5260467529297,127.74650573730469,55.43711471557617,103.34379577636719
audio data\Audios\Actor_12\03-01-02-01-02-02-12.wav,03-01-02-01-02-02-12.wav,12,Calm,2,1,2,2,48000,3.6703333333333332,92.8610324295106,14.523739567706055,0.0029795642476528883,1.3038340512139257e-05,0.08781136775362319,-693.7056884765625,67.9517822265625,-0.38780781626701355,13.617413520812988,0.732300341129303,11.593902587890625,-7.825334072113037,1.334260106086731,-7.548837184906006,-7.629045009613037,-4.371366024017334,-3.0597057342529297,-6.93639612197876,21620.390625,5178.90234375,539.0716552734375,386.333740234375,405.43768310546875,255.63427734375,234.3843536376953,66.38111114501953,168.9612274169922,195.89833068847656,110.95269775390625,60.34564208984375,103.2478256225586
audio data\Audios\Actor_12\03-01-02-02-01-01-12.wav,03-01-02-02-01-01-12.wav,12,Calm,2,2,1,1,48000,3.970625,93.68095690186007,13.418404054320789,0.0024219132028520107,1.0577014109003358e-05,0.05525170702077748,-709.2108764648438,75.4819107055664,-2.8160502910614014,13.399439811706543,0.8165974020957947,9.991023063659668,-7.386654376983643,3.0766103267669678,-4.227444648742676,-5.447609901428223,-5.009514808654785,-5.67011833190918,-6.221264839172363,20284.544921875,4106.890625,638.2890014648438,424.01416015625,262.5903015136719,188.94058227539062,246.16815185546875,91.39849090576172,123.70905303955078,138.75791931152344,104.2854995727539,66.7920913696289,122.29220581054688
audio data\Audios\Actor_12\03-01-02-02-01-02-12.wav,03-01-02-02-01-02-12.wav,12,Calm,2,2,1,2,48000,3.7704375,92.94741168386321,14.702041184672733,0.0024966716300696135,1.1825901310658082e-05,0.06247379281426554,-711.04736328125,81.62979125976562,4.766016006469727,16.030996322631836,4.864413738250732,12.737478256225586,-6.088850021362305,4.138087272644043,-2.3983752727508545,-5.831697463989258,-4.625156879425049,-3.249938726425171,-4.789181232452393,19923.6640625,3825.28955078125,710.4169921875,347.8656311035156,269.8173522949219,193.83038330078125,250.33973693847656,80.51451873779297,81.3655776977539,127.73638153076172,94.65276336669922,50.47675704956055,75.46549224853516
audio data\Audios\Actor_12\03-01-02-02-02-01-12.wav,03-01-02-02-02-01-12.wav,12,Calm,2,2,2,1,48000,3.7370833333333335,98.42168136716475,18.212963913184783,0.003045513527467847,1.492546834924724e-05,0.09694539040242166,-701.5932006835938,69.74201965332031,2.5566492080688477,15.458292961120605,-4.49370813369751,12.849492073059082,-10.054173469543457,4.526250839233398,-8.399968147277832,-6.135711669921875,-3.55171537399292,-5.4894609451293945,-6.62624979019165,23399.150390625,4355.44482421875,530.8916625976562,366.8226623535156,383.1221618652344,211.3028564453125,302.6476135253906,87.97491455078125,190.11912536621094,133.20640563964844,137.18133544921875,85.6616439819336,116.52704620361328
audio data\Audios\Actor_12\03-01-03-01-01-01-12.wav,03-01-03-01-01-01-12.wav,12,Happy,3,1,1,1,48000,3.703708333333333,101.3960512394025,21.06676194746934,0.0059761768206954,6.44514148007147e-05,0.06753855738146551,-634.9757080078125,83.6321792602539,-16.486906051635742,5.443730354309082,2.4057445526123047,7.3741631507873535,-11.282814025878906,1.9037898778915405,-5.965930938720703,-10.416773796081543,-2.508237838745117,-0.12234637141227722,-4.942662715911865,27915.494140625,5050.60302734375,890.1422119140625,282.06671142578125,396.57843017578125,156.58941650390625,368.3110656738281,153.9855499267578,196.9424591064453,216.76828002929688,165.92115783691406,59.529212951660156,125.92878723144531
audio data\Audios\Actor_12\03-01-02-02-02-02-12.wav,03-01-02-02-02-02-12.wav,12,Calm,2,2,2,2,48000,3.8038125,91.48213285160013,16.483277367961644,0.0029364917427301407,1.2576726476254407e-05,0.07749720982142858,-706.8333129882812,72.36725616455078,0.4617902934551239,17.170358657836914,-4.656222343444824,10.280714988708496,-8.922843933105469,3.117575168609619,-7.109307289123535,-7.046088695526123,-3.960038185119629,-5.25,-8.250251770019531,25145.86328125,4854.06640625,599.1322631835938,459.1902160644531,349.7554626464844,279.7649230957031,228.98297119140625,74.58981323242188,142.20233154296875,152.0231475830078,111.29219055175781,53.77982711791992,105.84370422363281
audio data\Audios\Actor_12\03-01-03-01-02-01-12.wav,03-01-03-01-02-01-12.wav,12,Happy,3,1,2,1,48000,3.5035,99.3415474402065,20.04881182319805,0.005684945732355118,6.093190677347593e-05,0.0941150978343465,-621.8660888671875,65.24585723876953,-11.991792678833008,7.411134243011475,-0.5194854140281677,7.619534015655518,-13.272073745727539,-0.29785099625587463,-10.450953483581543,-12.336400985717773,-5.1724114418029785,-3.245182514190674,-8.796327590942383,24754.833984375,4378.8359375,674.406494140625,341.0550842285156,402.0690002441406,264.8822937011719,362.6466369628906,85.10149383544922,172.87867736816406,243.99215698242188,124.35165405273438,67.7908706665039,148.16539001464844
audio data\Audios\Actor_12\03-01-03-01-01-02-12.wav,03-01-03-01-01-02-12.wav,12,Happy,3,1,1,2,48000,3.7370625,103.83604986086283,28.211483715470806,0.006207328289747238,7.217335951281711e-05,0.06717553641381767,-633.5484619140625,85.42990112304688,-10.514044761657715,7.655918121337891,2.015803337097168,10.284643173217773,-10.051627159118652,2.5019567012786865,-2.8076982498168945,-8.73951530456543,-2.335482358932495,1.2374361753463745,-3.378702163696289,29007.646484375,4809.1376953125,890.3198852539062,295.36328125,352.7779235839844,163.5064697265625,348.86517333984375,168.3373565673828,209.22262573242188,228.54026794433594,155.67185974121094,92.64210510253906,92.99334716796875
