filename,actual_emotion,predicted_emotion,predicted_stress,angry_probability,disgust_probability,fear_probability,happy_probability,sad_probability,surprise_probability,neutral_probability,confidence
5266.png,Angry,Happy,Healthy,0.08176517,0.03886535,0.09644181,0.42201343,0.298821,0.004313287,0.05777995,0.42201343
5268.png,Angry,Disgust,Moderate_Stress,0.27234268,0.39961344,0.09593861,0.0026121638,0.13272527,0.0042825923,0.0924852,0.39961344
5286.png,Angry,Angry,Severe_Stress,0.81583387,0.06332842,0.07766865,0.008313426,0.029952154,0.0018656901,0.0030376262,0.81583387
5287.png,Angry,Angry,Severe_Stress,0.4075056,0.09702295,0.062255863,0.2542111,0.104233414,0.015551868,0.05921922,0.4075056
5295.png,Angry,Neutral,Healthy,0.31219012,0.05727793,0.051356446,0.0069914195,0.17187886,0.001552355,0.3987529,0.3987529
5296.png,Angry,Neutral,Healthy,0.24854884,0.21586473,0.07304915,0.0013543974,0.1531419,0.0015478787,0.30649316,0.30649316
5304.png,Angry,Angry,Severe_Stress,0.6840717,0.097648725,0.1319184,0.0013667969,0.06207444,0.010596854,0.012322995,0.6840717
5307.png,Angry,Sad,Mild_Stress,0.28371602,0.11904373,0.1099351,0.09948692,0.33459985,0.009151049,0.044067357,0.33459985
5312.png,Angry,Sad,Mild_Stress,0.13899073,0.03669172,0.26250088,0.0039802175,0.4657419,0.0035940509,0.08850051,0.4657419
5314.png,Angry,Angry,Severe_Stress,0.60277474,0.124538854,0.17734219,0.0019525514,0.022254234,0.06667531,0.004462126,0.60277474
5317.png,Angry,Angry,Severe_Stress,0.23005547,0.104112856,0.19421323,0.15361318,0.19470987,0.016280638,0.107014716,0.23005547
5324.png,Angry,Angry,Severe_Stress,0.5895359,0.05902662,0.1257717,0.021356186,0.15097556,0.029727856,0.023606252,0.5895359
5332.png,Angry,Angry,Severe_Stress,0.35834342,0.13452715,0.07558731,0.14705232,0.21562146,0.0071244873,0.061743904,0.35834342
5333.png,Angry,Angry,Severe_Stress,0.53242385,0.12102043,0.12836859,0.00082459283,0.17603143,0.0039697643,0.037361443,0.53242385
5363.png,Angry,Neutral,Healthy,0.22571768,0.1468111,0.08917249,0.007685097,0.24375537,0.01384445,0.2730138,0.2730138
5364.png,Angry,Angry,Severe_Stress,0.78489935,0.046826493,0.11523167,0.004448859,0.040084682,0.0037115323,0.004797357,0.78489935
5366.png,Angry,Fear,Moderate_Stress,0.2300133,0.08613183,0.3973362,0.0020874175,0.07139658,0.17857762,0.034457013,0.3973362
5368.png,Angry,Happy,Healthy,0.31535697,0.098364145,0.07383303,0.40844563,0.07342917,0.014064209,0.01650689,0.40844563
5369.png,Angry,Angry,Severe_Stress,0.3026072,0.20997456,0.12064872,0.02903921,0.19030324,0.011552642,0.13587444,0.3026072
5387.png,Angry,Angry,Severe_Stress,0.38373274,0.016729288,0.1420079,0.029927919,0.29843068,0.023262588,0.10590895,0.38373274
5392.png,Angry,Neutral,Healthy,0.20643145,0.05874321,0.073027015,0.011835916,0.23399577,0.009076411,0.40689012,0.40689012
5399.png,Angry,Angry,Severe_Stress,0.33333766,0.07145016,0.10216305,0.009359304,0.27907172,0.005929584,0.19868848,0.33333766
5400.png,Angry,Angry,Severe_Stress,0.5311855,0.04607811,0.115011364,0.07160907,0.09850025,0.038943257,0.09867255,0.5311855
5402.png,Angry,Sad,Mild_Stress,0.21968098,0.09796161,0.078429714,0.09360633,0.3501116,0.00381953,0.15639025,0.3501116
5403.png,Angry,Fear,Moderate_Stress,0.11719437,0.06032099,0.28676817,0.03667371,0.18019263,0.09188768,0.22696239,0.28676817
5408.png,Angry,Angry,Severe_Stress,0.51955533,0.20686439,0.11416376,0.00040205376,0.11520095,0.0018260973,0.041987468,0.51955533
5412.png,Angry,Disgust,Moderate_Stress,0.16510153,0.42825443,0.09714391,0.009930521,0.20441243,0.0021178524,0.09303933,0.42825443
5414.png,Angry,Happy,Healthy,0.19274889,0.14506923,0.12752868,0.19378856,0.14741452,0.06297738,0.1304728,0.19378856
5422.png,Angry,Surprise,Mild_Stress,0.0735932,0.075085066,0.3239112,0.004947019,0.12012674,0.3431182,0.059218522,0.3431182
5425.png,Angry,Neutral,Healthy,0.17892186,0.08603547,0.076062106,0.007188309,0.25474983,0.006919289,0.3901231,0.3901231
5426.png,Angry,Neutral,Healthy,0.16303375,0.033954237,0.05828016,0.22549713,0.20113653,0.006971581,0.31112665,0.31112665
5428.png,Angry,Angry,Severe_Stress,0.57982147,0.18464816,0.17456838,0.0059999614,0.04289943,0.0073366375,0.004726012,0.57982147
5432.png,Angry,Angry,Severe_Stress,0.4773082,0.10061707,0.13712212,0.038310643,0.104032375,0.06471074,0.07789881,0.4773082
5434.png,Angry,Disgust,Moderate_Stress,0.24113198,0.33429968,0.2397919,0.022819126,0.08841204,0.028964639,0.044580687,0.33429968
5439.png,Angry,Surprise,Mild_Stress,0.10799945,0.14912899,0.14951393,0.14763844,0.14243549,0.1785651,0.12471856,0.1785651
545.png,Angry,Surprise,Mild_Stress,0.1368821,0.026520338,0.20863178,0.008322663,0.0105575435,0.6065856,0.0025000286,0.6065856
5459.png,Angry,Angry,Severe_Stress,0.45274672,0.20789889,0.3004817,0.00024918574,0.03481354,0.002698531,0.0011114494,0.45274672
5460.png,Angry,Neutral,Healthy,0.12046342,0.023558687,0.19631739,0.1648442,0.1482757,0.11852317,0.22801743,0.22801743
5486.png,Angry,Fear,Moderate_Stress,0.16990463,0.25717092,0.33675393,0.008951061,0.11321014,0.07796526,0.036044,0.33675393
5495.png,Angry,Angry,Severe_Stress,0.42415583,0.038093958,0.31096208,0.08300578,0.06758169,0.055459525,0.020741094,0.42415583
5496.png,Angry,Fear,Moderate_Stress,0.30675715,0.239996,0.3191987,0.0006651805,0.10879037,0.012936308,0.011656287,0.3191987
5505.png,Angry,Angry,Severe_Stress,0.49175882,0.04228526,0.2728402,0.017070241,0.039263006,0.12687422,0.009908193,0.49175882
5512.png,Angry,Angry,Severe_Stress,0.37827152,0.31232738,0.13016878,0.0025935057,0.12576388,0.0042248666,0.04665006,0.37827152
5517.png,Angry,Angry,Severe_Stress,0.50062656,0.103512175,0.21461439,0.021799548,0.11500091,0.009684177,0.0347622,0.50062656
5519.png,Angry,Sad,Mild_Stress,0.23825374,0.14129004,0.1294561,0.0069382326,0.37803963,0.006912225,0.099110015,0.37803963
5525.png,Angry,Angry,Severe_Stress,0.6405298,0.028091379,0.1347865,0.009381969,0.069685444,0.07084415,0.04668065,0.6405298
5528.png,Angry,Fear,Moderate_Stress,0.10903365,0.052259423,0.3582014,0.025758408,0.08936198,0.23961724,0.12576793,0.3582014
5531.png,Angry,Neutral,Healthy,0.20582815,0.13768041,0.11694155,0.08202549,0.11487342,0.053558145,0.28909293,0.28909293
5535.png,Angry,Angry,Severe_Stress,0.37119013,0.22097129,0.13766438,0.008310772,0.22875252,0.005015857,0.028095162,0.37119013
5542.png,Angry,Angry,Severe_Stress,0.31058303,0.080015436,0.17608587,0.016187143,0.23032695,0.010980702,0.17582092,0.31058303
5544.png,Angry,Fear,Moderate_Stress,0.1138163,0.06194816,0.26307476,0.022451421,0.23313421,0.056449994,0.24912518,0.26307476
5545.png,Angry,Angry,Severe_Stress,0.6132886,0.027782295,0.1677976,0.015781615,0.024233155,0.14611852,0.004998284,0.6132886
5546.png,Angry,Neutral,Healthy,0.031836398,0.010392875,0.026131341,0.020790864,0.06554681,0.055492204,0.7898095,0.7898095
5559.png,Angry,Angry,Severe_Stress,0.4886297,0.28680778,0.09591988,0.035781536,0.06042533,0.008988692,0.023447074,0.4886297
5564.png,Angry,Fear,Moderate_Stress,0.17118563,0.18613309,0.3311973,0.011606753,0.07266252,0.17277016,0.054444544,0.3311973
5566.png,Angry,Angry,Severe_Stress,0.49039575,0.35121626,0.100243546,0.0007994896,0.041377302,0.0036273906,0.012340251,0.49039575
5570.png,Angry,Angry,Severe_Stress,0.6132886,0.027782295,0.1677976,0.015781615,0.024233155,0.14611852,0.004998284,0.6132886
558.png,Angry,Sad,Mild_Stress,0.25846043,0.036958493,0.08390601,0.04570311,0.48450527,0.009902774,0.08056386,0.48450527
5582.png,Angry,Disgust,Moderate_Stress,0.3121849,0.3857518,0.05827808,0.046794806,0.13287036,0.0018644986,0.0622556,0.3857518
5583.png,Angry,Sad,Mild_Stress,0.20554084,0.09561893,0.04640098,0.024538327,0.43175554,0.0011879988,0.19495729,0.43175554
5586.png,Angry,Angry,Severe_Stress,0.348066,0.11206852,0.18762906,0.012094238,0.09666176,0.06966022,0.17382027,0.348066
5587.png,Angry,Happy,Healthy,0.107375786,0.19221745,0.0765159,0.47838533,0.1255509,0.0049543083,0.015000337,0.47838533
5593.png,Angry,Angry,Severe_Stress,0.45763007,0.041323483,0.17348388,0.19656552,0.062837176,0.055968218,0.012191637,0.45763007
5598.png,Angry,Disgust,Moderate_Stress,0.2634398,0.55453664,0.094811656,0.00943981,0.06568314,0.0033406494,0.0087482715,0.55453664
56.png,Angry,Neutral,Healthy,0.21485373,0.081605285,0.1023761,0.04694007,0.22326927,0.021530317,0.3094252,0.3094252
5603.png,Angry,Angry,Severe_Stress,0.24506554,0.08087788,0.22166157,0.03430316,0.11394618,0.24436721,0.059778474,0.24506554
5607.png,Angry,Happy,Healthy,0.21820648,0.032424252,0.07102081,0.27978945,0.1559831,0.04229498,0.20028092,0.27978945
5610.png,Angry,Angry,Severe_Stress,0.3148545,0.05257963,0.10380322,0.106778495,0.233618,0.013714271,0.17465195,0.3148545
5615.png,Angry,Sad,Mild_Stress,0.28351238,0.05582993,0.07730959,0.056937177,0.3467177,0.006881409,0.17281175,0.3467177
5617.png,Angry,Happy,Healthy,0.18042839,0.10155196,0.21070473,0.34245625,0.050201576,0.08533042,0.029326703,0.34245625
563.png,Angry,Disgust,Moderate_Stress,0.24133697,0.5608278,0.046149906,0.00026032564,0.07710139,0.0006047739,0.07371886,0.5608278
5631.png,Angry,Neutral,Healthy,0.0664878,0.050983917,0.06719546,0.073041685,0.29715347,0.02752803,0.41760963,0.41760963
5633.png,Angry,Surprise,Mild_Stress,0.1659488,0.048952654,0.2854214,0.051004425,0.06807111,0.3054373,0.075164355,0.3054373
5637.png,Angry,Angry,Severe_Stress,0.41337842,0.035484653,0.1644762,0.12419861,0.105700485,0.108760566,0.04800119,0.41337842
564.png,Angry,Angry,Severe_Stress,0.33986145,0.100426205,0.16520399,0.031921145,0.25288817,0.012085169,0.097613774,0.33986145
5645.png,Angry,Angry,Severe_Stress,0.48631236,0.29343042,0.11731008,0.014632022,0.07757149,0.00336544,0.007378181,0.48631236
5655.png,Angry,Sad,Mild_Stress,0.052783377,0.20092058,0.21726124,0.03436648,0.3863171,0.0069373865,0.101413876,0.3863171
5659.png,Angry,Fear,Moderate_Stress,0.20575646,0.1329338,0.27838585,0.014780435,0.12773135,0.1726456,0.06776654,0.27838585
5661.png,Angry,Sad,Mild_Stress,0.16631116,0.03978354,0.13981959,0.062875025,0.29779252,0.010067652,0.2833506,0.29779252
5679.png,Angry,Sad,Mild_Stress,0.16230959,0.06447934,0.20568207,0.037315723,0.31356728,0.039621193,0.17702468,0.31356728
5682.png,Angry,Angry,Severe_Stress,0.3794921,0.32698798,0.15447243,0.0031611198,0.08647928,0.026374688,0.023032308,0.3794921
5702.png,Angry,Fear,Moderate_Stress,0.29821473,0.13384447,0.29944956,0.09089989,0.15165037,0.013033102,0.012907889,0.29944956
5711.png,Angry,Sad,Mild_Stress,0.17050825,0.106512055,0.14111856,0.028169004,0.48716673,0.0046580536,0.06186731,0.48716673
5720.png,Angry,Angry,Severe_Stress,0.6409061,0.150285,0.10901161,0.07513776,0.016925342,0.00438433,0.0033499058,0.6409061
5732.png,Angry,Angry,Severe_Stress,0.33535498,0.33510363,0.10828894,0.0033299983,0.14608562,0.008995046,0.06284182,0.33535498
5737.png,Angry,Neutral,Healthy,0.17745152,0.082315676,0.049915653,0.036321368,0.27947202,0.002245067,0.37227872,0.37227872
5739.png,Angry,Neutral,Healthy,0.048924245,0.008240419,0.08776072,0.11324938,0.13965328,0.018610386,0.5835615,0.5835615
5740.png,Angry,Angry,Severe_Stress,0.47740537,0.02660632,0.034451522,0.4006022,0.026827073,0.006666686,0.027440866,0.47740537
5747.png,Angry,Fear,Moderate_Stress,0.20750271,0.066767834,0.36319977,0.0154883135,0.21295857,0.08765396,0.04642877,0.36319977
5750.png,Angry,Sad,Mild_Stress,0.20132792,0.08181379,0.14480102,0.022151893,0.38262066,0.015588826,0.15169595,0.38262066
5761.png,Angry,Neutral,Healthy,0.24778153,0.042640306,0.09209356,0.029494895,0.14786658,0.022941498,0.4171816,0.4171816
5763.png,Angry,Angry,Severe_Stress,0.55437285,0.19030534,0.13998412,0.015561365,0.06024218,0.018790884,0.020743284,0.55437285
5780.png,Angry,Angry,Severe_Stress,0.60712874,0.065182745,0.18077867,0.0133658005,0.053260174,0.07470064,0.0055832244,0.60712874
5791.png,Angry,Angry,Severe_Stress,0.31222188,0.104293294,0.14293109,0.007657122,0.30635664,0.021054465,0.10548545,0.31222188
581.png,Angry,Angry,Severe_Stress,0.4728263,0.0511884,0.18398184,0.0021089679,0.020963797,0.26455042,0.004380245,0.4728263
5810.png,Angry,Angry,Severe_Stress,0.3062388,0.29596505,0.18186411,0.037945613,0.13885084,0.0074341875,0.03170147,0.3062388
5822.png,Angry,Sad,Mild_Stress,0.26299793,0.032086667,0.16528536,0.019151045,0.42848516,0.006754876,0.085238986,0.42848516
5829.png,Angry,Angry,Severe_Stress,0.35958144,0.3191957,0.12622872,0.05888273,0.050761938,0.048291877,0.037057605,0.35958144
5832.png,Angry,Angry,Severe_Stress,0.47030288,0.28549665,0.1365549,0.03048704,0.06800954,0.0029421735,0.0062069325,0.47030288
5848.png,Angry,Disgust,Moderate_Stress,0.271798,0.33642063,0.13280945,0.016646763,0.22683053,0.0053109275,0.010183638,0.33642063
5850.png,Angry,Angry,Severe_Stress,0.3171118,0.18238752,0.17467666,0.021172453,0.24615479,0.003030661,0.055466156,0.3171118
5859.png,Angry,Disgust,Moderate_Stress,0.20637181,0.29532358,0.17145057,0.11419922,0.15602414,0.02811781,0.028512899,0.29532358
5863.png,Angry,Angry,Severe_Stress,0.4196905,0.31825137,0.096598886,0.004948278,0.12908687,0.0015477879,0.029876333,0.4196905
5883.png,Angry,Angry,Severe_Stress,0.26076636,0.13207394,0.1791309,0.01263818,0.23020458,0.03166883,0.15351726,0.26076636
5888.png,Angry,Sad,Mild_Stress,0.13153312,0.047040064,0.16346832,0.03335719,0.35168067,0.05068891,0.22223169,0.35168067
589.png,Angry,Fear,Moderate_Stress,0.21484831,0.037583902,0.36378446,0.15265824,0.040573873,0.1774741,0.013077157,0.36378446
5896.png,Angry,Angry,Severe_Stress,0.40895212,0.20372145,0.10870026,0.00158883,0.11507037,0.004687643,0.15727937,0.40895212
5901.png,Angry,Disgust,Moderate_Stress,0.14740641,0.65165186,0.08305677,0.0002998636,0.10679352,0.0002903265,0.0105012525,0.65165186
5902.png,Angry,Disgust,Moderate_Stress,0.3765151,0.45485166,0.1502168,0.00077881984,0.015214035,0.0015573009,0.0008662685,0.45485166
5907.png,Angry,Fear,Moderate_Stress,0.20281252,0.028425666,0.26283324,0.039569486,0.11913439,0.15897794,0.18824668,0.26283324
5925.png,Angry,Angry,Severe_Stress,0.67991185,0.22233206,0.053840224,0.005177562,0.029481106,0.0016403901,0.007616786,0.67991185
5933.png,Angry,Sad,Mild_Stress,0.098248646,0.06582136,0.15823619,0.002364072,0.48268917,0.005803915,0.18683663,0.48268917
5934.png,Angry,Sad,Mild_Stress,0.20421618,0.23316024,0.21611151,0.010917732,0.3067736,0.01490711,0.013913593,0.3067736
5937.png,Angry,Disgust,Moderate_Stress,0.2191189,0.431057,0.14230224,0.008553262,0.14086701,0.0069302465,0.05117142,0.431057
5939.png,Angry,Angry,Severe_Stress,0.3737234,0.03000608,0.24546726,0.078569904,0.079530306,0.17556535,0.017137714,0.3737234
5947.png,Angry,Angry,Severe_Stress,0.4125932,0.1692631,0.15348086,0.0161933,0.14445971,0.05697026,0.04703959,0.4125932
5952.png,Angry,Angry,Severe_Stress,0.24089386,0.23589484,0.10942397,0.11601807,0.119778454,0.055596255,0.12239451,0.24089386
5956.png,Angry,Angry,Severe_Stress,0.2519999,0.15204923,0.22307114,0.0055908696,0.18987553,0.020425936,0.15698735,0.2519999
5962.png,Angry,Angry,Severe_Stress,0.41943896,0.056232248,0.19012986,0.19021566,0.06937693,0.066383876,0.00822251,0.41943896
5967.png,Angry,Sad,Mild_Stress,0.1733959,0.19049771,0.15546311,0.00723088,0.40183094,0.0045406176,0.06704083,0.40183094
6002.png,Angry,Angry,Severe_Stress,0.30504405,0.0517563,0.18540426,0.056996465,0.18826085,0.034198362,0.17833966,0.30504405
6009.png,Angry,Angry,Severe_Stress,0.38760272,0.09974461,0.08184349,0.0029256726,0.16036113,0.0117418645,0.25578055,0.38760272
6017.png,Angry,Neutral,Healthy,0.26977068,0.032788992,0.04490183,0.049559735,0.22514251,0.00316129,0.37467495,0.37467495
6021.png,Angry,Angry,Severe_Stress,0.5220055,0.10182472,0.08053346,0.14555928,0.103581935,0.0035427143,0.042952456,0.5220055
6023.png,Angry,Sad,Mild_Stress,0.27670002,0.16428685,0.22884701,0.006605617,0.299295,0.00095892744,0.023306582,0.299295
6024.png,Angry,Angry,Severe_Stress,0.4638151,0.14592175,0.17536981,0.0008579274,0.1738178,0.0015615446,0.038656093,0.4638151
6055.png,Angry,Happy,Healthy,0.061378937,0.006301962,0.059879377,0.3312577,0.2358184,0.009127719,0.2962359,0.3312577
6075.png,Angry,Angry,Severe_Stress,0.36141166,0.31668168,0.15231031,0.0017277546,0.105999194,0.0204552,0.04141434,0.36141166
608.png,Angry,Angry,Severe_Stress,0.33155116,0.24564932,0.064138144,0.0069671394,0.22565316,0.002158247,0.12388284,0.33155116
6082.png,Angry,Angry,Severe_Stress,0.33106425,0.101728454,0.05077183,0.022736894,0.26497144,0.009578926,0.21914825,0.33106425
6088.png,Angry,Sad,Mild_Stress,0.2507956,0.14227863,0.14745292,0.0041256966,0.33317107,0.0019877823,0.12018839,0.33317107
6090.png,Angry,Disgust,Moderate_Stress,0.054642364,0.81525403,0.111701734,0.000991847,0.0151744755,0.0006226857,0.001612782,0.81525403
6092.png,Angry,Angry,Severe_Stress,0.5111805,0.29824758,0.110323384,0.008680005,0.053437058,0.00781226,0.010319248,0.5111805
6101.png,Angry,Angry,Severe_Stress,0.34078962,0.12846133,0.22267048,0.14554279,0.045552246,0.0955528,0.021430725,0.34078962
6105.png,Angry,Fear,Moderate_Stress,0.28000036,0.04121742,0.3427645,0.027362684,0.03310037,0.25955248,0.016002234,0.3427645
6107.png,Angry,Fear,Moderate_Stress,0.13140902,0.12962823,0.22718625,0.029468732,0.1815326,0.11726215,0.18351296,0.22718625
6115.png,Angry,Fear,Moderate_Stress,0.20501335,0.03339291,0.33621565,0.029615657,0.14703663,0.10610487,0.1426209,0.33621565
6119.png,Angry,Angry,Severe_Stress,0.2907879,0.13469097,0.10770642,0.046439394,0.28677788,0.0034859588,0.1301114,0.2907879
612.png,Angry,Happy,Healthy,0.14436844,0.018236566,0.05212907,0.39708546,0.16252066,0.014334733,0.21132499,0.39708546
6121.png,Angry,Neutral,Healthy,0.066548616,0.0859478,0.056213394,0.010616147,0.087480485,0.0077792373,0.6854144,0.6854144
6122.png,Angry,Angry,Severe_Stress,0.37143505,0.04208289,0.13462977,0.102163225,0.1630442,0.05157953,0.13506529,0.37143505
6129.png,Angry,Angry,Severe_Stress,0.3944387,0.029570634,0.3061242,0.015220751,0.08035642,0.15687606,0.01741323,0.3944387
6130.png,Angry,Angry,Severe_Stress,0.5269223,0.057014458,0.18920073,0.044799253,0.023370419,0.15541562,0.0032772499,0.5269223
6131.png,Angry,Angry,Severe_Stress,0.44047135,0.25128937,0.1291987,0.0042838077,0.11520501,0.012489188,0.0470625,0.44047135
6134.png,Angry,Angry,Severe_Stress,0.22645417,0.0773858,0.16181098,0.041010275,0.13660201,0.16402085,0.19271591,0.22645417
6155.png,Angry,Surprise,Mild_Stress,0.20766068,0.020145964,0.14840882,0.020057864,0.04550593,0.37850937,0.17971142,0.37850937
6168.png,Angry,Angry,Severe_Stress,0.41426075,0.15826543,0.15357518,0.0393049,0.16098206,0.0068462756,0.06676546,0.41426075
617.png,Angry,Neutral,Healthy,0.08003387,0.03411274,0.13164134,0.025846574,0.20431016,0.09118683,0.43286845,0.43286845
6171.png,Angry,Neutral,Healthy,0.09613246,0.050438862,0.10295887,0.029513516,0.18978931,0.034983758,0.4961833,0.4961833
6201.png,Angry,Sad,Mild_Stress,0.046966355,0.04228071,0.07025283,0.31745034,0.43592533,0.011287464,0.07583687,0.43592533
6208.png,Angry,Angry,Severe_Stress,0.3794921,0.32698798,0.15447243,0.0031611198,0.08647928,0.026374688,0.023032308,0.3794921
6223.png,Angry,Angry,Severe_Stress,0.55561715,0.3121872,0.09911583,0.002199976,0.026996516,0.0019537522,0.0019295996,0.55561715
6225.png,Angry,Angry,Severe_Stress,0.32077998,0.06542668,0.24797231,0.079560876,0.08144585,0.120787404,0.08402694,0.32077998
6228.png,Angry,Disgust,Moderate_Stress,0.21041936,0.25448135,0.21678005,0.008808759,0.22870025,0.008378534,0.07243163,0.25448135
6232.png,Angry,Happy,Healthy,0.13846274,0.044060234,0.05248917,0.30847734,0.22829886,0.003658744,0.22455294,0.30847734
6235.png,Angry,Disgust,Moderate_Stress,0.08600907,0.5297353,0.086706266,0.12478935,0.13560918,0.0019300566,0.035220895,0.5297353
624.png,Angry,Sad,Mild_Stress,0.13260181,0.033902317,0.09798631,0.0070082434,0.6299152,0.0015797976,0.09700639,0.6299152
6244.png,Angry,Happy,Healthy,0.041963752,0.053558365,0.027944315,0.6258218,0.06865555,0.017042844,0.16501331,0.6258218
625.png,Angry,Angry,Severe_Stress,0.3941719,0.064168334,0.08732689,0.032615718,0.27614558,0.01166303,0.13390844,0.3941719
6259.png,Angry,Angry,Severe_Stress,0.46750492,0.12644014,0.09789847,0.05543917,0.1219599,0.027977386,0.10278004,0.46750492
6270.png,Angry,Neutral,Healthy,0.188127,0.05269562,0.048618563,0.03771493,0.15821494,0.003577662,0.5110513,0.5110513
6274.png,Angry,Angry,Severe_Stress,0.66938746,0.07119754,0.12624067,0.00372605,0.07425241,0.020828908,0.034366887,0.66938746
6278.png,Angry,Angry,Severe_Stress,0.49444404,0.12942077,0.12616254,0.10180458,0.08896786,0.035252333,0.023947883,0.49444404
6282.png,Angry,Disgust,Moderate_Stress,0.2601871,0.30302098,0.23627879,0.0057530357,0.07588417,0.025326667,0.09354935,0.30302098
6283.png,Angry,Disgust,Moderate_Stress,0.32811114,0.4479461,0.047092095,0.018262925,0.10913255,0.0006744097,0.048780706,0.4479461
6286.png,Angry,Angry,Severe_Stress,0.24624021,0.15389754,0.18687128,0.0020598553,0.20276839,0.005860618,0.20230211,0.24624021
6293.png,Angry,Happy,Healthy,0.107014984,0.11208599,0.046143956,0.36856037,0.14285411,0.009697178,0.21364333,0.36856037
6294.png,Angry,Fear,Moderate_Stress,0.22788161,0.08399689,0.3441304,0.022938328,0.1295857,0.0571582,0.13430882,0.3441304
6299.png,Angry,Neutral,Healthy,0.08725459,0.030223109,0.041769806,0.089060046,0.22372484,0.0056634564,0.5223042,0.5223042
6314.png,Angry,Sad,Mild_Stress,0.15606,0.09264524,0.06300633,0.0815191,0.4304978,0.006207741,0.17006378,0.4304978
6316.png,Angry,Fear,Moderate_Stress,0.22172861,0.13383602,0.31434968,0.007698786,0.2754681,0.0029407016,0.043978196,0.31434968
6317.png,Angry,Angry,Severe_Stress,0.33312598,0.08257671,0.046747882,0.28832066,0.08150296,0.010273619,0.15745217,0.33312598
6319.png,Angry,Neutral,Healthy,0.06723015,0.012132615,0.16920486,0.16866414,0.16257593,0.06870544,0.35148692,0.35148692
6321.png,Angry,Sad,Mild_Stress,0.08845321,0.050382886,0.24185191,0.047169384,0.32406494,0.046769757,0.20130791,0.32406494
633.png,Angry,Sad,Mild_Stress,0.21092589,0.053221446,0.1634328,0.13057812,0.23253822,0.05185289,0.15745069,0.23253822
6339.png,Angry,Neutral,Healthy,0.2222621,0.05520575,0.09779394,0.00093576603,0.18703358,0.021528326,0.41524053,0.41524053
6347.png,Angry,Angry,Severe_Stress,0.40859908,0.18273668,0.200281,0.012186536,0.1584973,0.013711053,0.023988327,0.40859908
6355.png,Angry,Sad,Mild_Stress,0.22881845,0.08644312,0.06965944,0.07110037,0.27727652,0.0040519163,0.2626503,0.27727652
636.png,Angry,Sad,Mild_Stress,0.21600837,0.17921919,0.07792971,0.11107668,0.22876686,0.007947907,0.17905122,0.22876686
6364.png,Angry,Fear,Moderate_Stress,0.18264703,0.023214884,0.22050191,0.034160703,0.17620884,0.1927094,0.1705572,0.22050191
6365.png,Angry,Sad,Mild_Stress,0.1846682,0.120091304,0.13593929,0.016300896,0.32629037,0.013310601,0.20339933,0.32629037
6371.png,Angry,Angry,Severe_Stress,0.44236153,0.1099366,0.29631165,0.01062299,0.09177916,0.021712335,0.027275672,0.44236153
6375.png,Angry,Angry,Severe_Stress,0.657669,0.12699276,0.15426473,0.011747889,0.032725018,0.0125397965,0.0040607443,0.657669
6390.png,Angry,Disgust,Moderate_Stress,0.22228712,0.49321872,0.17233145,0.0026011928,0.10322536,0.0015979317,0.004738134,0.49321872
6404.png,Angry,Disgust,Moderate_Stress,0.148111,0.3962947,0.09277131,0.05623091,0.23434086,0.004295724,0.067955576,0.3962947
6409.png,Angry,Neutral,Healthy,0.2569631,0.047727257,0.06928817,0.08680865,0.25058326,0.017949076,0.27068052,0.27068052
6413.png,Angry,Angry,Severe_Stress,0.35166454,0.046479985,0.21254712,0.013376813,0.17846489,0.03434993,0.16311663,0.35166454
6420.png,Angry,Angry,Severe_Stress,0.53068197,0.11791564,0.24793999,0.013585951,0.047854222,0.027904565,0.014117649,0.53068197
6424.png,Angry,Surprise,Mild_Stress,0.13633755,0.06274424,0.16341756,0.049641475,0.18305308,0.2170417,0.18776439,0.2170417
6426.png,Angry,Sad,Mild_Stress,0.18768911,0.09541802,0.12205901,0.03498869,0.40314254,0.02163078,0.13507193,0.40314254
6428.png,Angry,Angry,Severe_Stress,0.71211284,0.19811493,0.042382363,0.0048988913,0.03290254,0.0013144627,0.008274115,0.71211284
6442.png,Angry,Angry,Severe_Stress,0.7604657,0.03224925,0.11906093,0.01390812,0.038256694,0.03194416,0.0041151745,0.7604657
6458.png,Angry,Disgust,Moderate_Stress,0.13214459,0.1968629,0.11355848,0.16922528,0.11398569,0.15843463,0.11578841,0.1968629
6471.png,Angry,Surprise,Mild_Stress,0.17831482,0.073233835,0.2753165,0.006884857,0.05676245,0.36531526,0.04417225,0.36531526
6479.png,Angry,Neutral,Healthy,0.22149503,0.19720215,0.10425625,0.020382836,0.17209058,0.0058391695,0.27873397,0.27873397
6484.png,Angry,Fear,Moderate_Stress,0.25295818,0.23768933,0.2588608,0.0014675003,0.07359381,0.079707734,0.095722586,0.2588608
6490.png,Angry,Sad,Mild_Stress,0.27580965,0.023881415,0.1115695,0.00857534,0.2814815,0.021690043,0.27699256,0.2814815
6491.png,Angry,Angry,Severe_Stress,0.21340488,0.19220665,0.18614487,0.059582952,0.20674327,0.048483286,0.093434066,0.21340488
6493.png,Angry,Fear,Moderate_Stress,0.28189602,0.09516395,0.32312015,0.018707095,0.12763317,0.07888574,0.0745939,0.32312015
6498.png,Angry,Angry,Severe_Stress,0.30539033,0.05850225,0.05231219,0.14811967,0.17728199,0.006240062,0.25215352,0.30539033
65.png,Angry,Angry,Severe_Stress,0.3927466,0.028498018,0.055417255,0.19515048,0.15642805,0.019604659,0.15215498,0.3927466
